RegionID,SizeRank,RegionName,RegionType,StateName,State,Metro,CountyName,Date,RentIndex,Fecha_ES,Year,MedianIncome,RentIndexPct
24115,62,Cleveland,city,OH,OH,"Cleveland-Elyria, OH",Cuyahoga County,2015-02-28,707.492652489348,Feb 2015,2015,2179.1666666666665,32.46620202627983
47401,63,Riverside,city,CA,CA,"Riverside-San Bernardino-Ontario, CA",Riverside County,2015-02-28,1218.03981348034,Feb 2015,2015,4766.333333333333,25.555069868109797
16764,64,Anaheim,city,CA,CA,"Los Angeles-Long Beach-Anaheim, CA",Orange County,2015-02-28,1568.0496610978576,Feb 2015,2015,5062.666666666667,30.972800785446225
48215,65,Vancouver,city,WA,WA,"Portland-Vancouver-Hillsboro, OR-WA",Clark County,2015-02-28,1038.936063090374,Feb 2015,2015,4218.833333333333,24.62614616419328
7266,67,Stockton,city,CA,CA,"Stockton, CA",San Joaquin County,2015-02-28,925.4608139895612,Feb 2015,2015,3733.0833333333335,24.79078904362956
12562,68,Marietta,city,GA,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Cobb County,2015-02-28,946.1944257837234,Feb 2015,2015,3746.0833333333335,25.25823217450377
4174,69,Columbia,city,SC,SC,"Columbia, SC",Richland County,2015-02-28,800.6973836433307,Feb 2015,2015,3438.3333333333335,23.28736937401834
11722,70,Greensboro,city,NC,NC,"Greensboro-High Point, NC",Guilford County,2015-02-28,760.0419969017162,Feb 2015,2015,3469.0,21.909541565342064
18170,71,Fort Wayne,city,IN,IN,"Fort Wayne, IN",Allen County,2015-02-28,633.2753176808201,Feb 2015,2015,3647.8333333333335,17.360313912756066
19533,73,Naples,city,FL,FL,"Naples-Marco Island, FL",Collier County,2015-02-28,1405.3895432703546,Feb 2015,2015,6626.25,21.209425289875185
11867,74,Henderson,city,NV,NV,"Las Vegas-Henderson-Paradise, NV",Clark County,2015-02-28,1051.933408713492,Feb 2015,2015,5260.0,19.998734005959925
38025,75,Corpus Christi,city,TX,TX,"Corpus Christi, TX",Nueces County,2015-02-28,1062.310313154709,Feb 2015,2015,4221.5,25.16428551829229
47568,77,Santa Ana,city,CA,CA,"Los Angeles-Long Beach-Anaheim, CA",Orange County,2015-02-28,1561.1496405209978,Feb 2015,2015,4354.416666666667,35.85209592990253
24457,78,Durham,city,NC,NC,"Durham-Chapel Hill, NC",Durham County,2015-02-28,1002.8877637435064,Feb 2015,2015,4201.666666666667,23.86880833978992
